Compétence,Nom rang,ID interne,SkillGroupID,BaseSkillInfoKey,Niveau,Rang,SkillType,TotalDamage,DamAttCoeff,DamArmCoeff,DamMHPCoeff,Cooldown,Coût MP,Gain MP,Buff IDs,Buffs appliqués,Description localisée,Coût d'amélioration explicite,Delta TotalDamage,Variation TotalDamage %,Delta DamAttCoeff,Variation DamAttCoeff %,Delta DamArmCoeff,Variation DamArmCoeff %,Delta DamMHPCoeff,Variation DamMHPCoeff %,Delta Cooldown,Variation Cooldown %,Delta MPCon,Variation MPCon %,Delta MPGain,Variation MPGain %,Gain réel par rapport au rang précédent
Rédemption de la Terre,Rédemption de la Terre III,1001839000401,1001839000400,1001839000401,1,3,NormalSkill,0,0.0,0.0,0.0,34.0,283,0,"200030019005,1420000020","200030019005 || 1420000020 | stats PrecisionP=-3000, DamP=3000","Lorsque l'<color=#FAC800>[Attaque de base]</color> de Jinwoo touche un allié, il récupère une petite quantité de PV. Lors de l'utilisation de cette compétence, il obtient un grand <color=#64FAC8>[Bouclier]</color>. Lorsqu'il entame un combat, les dégâts subis par Sung Jinwoo diminuent considérablement.",,0,,0,,0,,0,,0,0,0,0,0,,buffs modifiés
Rage obscure,Rage obscure I,1001843000001,1001843000000,1001843000001,1,1,NormalSkill,0,4.090000152587891,0.0,0.0,34.0,283,0,,,SkillDesc02.SungJinWoo_GS_RoarOfEnnio_C,,,,,,,,,,,,,,,,
Rage obscure,Rage obscure II,1001843000101,1001843000100,1001843000101,1,2,NormalSkill,0,4.090000152587891,0.0,0.0,34.0,283,0,200011000001,200011000001 | temp//적에게 적용 | stats DamReduP=-800,"Lorsque <color=#FAC800>[Rage obscure]</color>, <color=#FAC800>[Frappe en chaîne]</color> ou <color=#FAC800>[Attaque lourde : Attaque niveau 2]</color> touche une cible, elle subit temporairement <color=#64FAC8>[Flamme noire]</color>.\n<color=#64FAC8>[Flamme noire]</color> : augmente légèrement les dégâts subis.",,0,,0,0,0,,0,,0,0,0,0,0,,buffs modifiés
Rage obscure,Rage obscure III,1001843000201,1001843000200,1001843000201,1,3,NormalSkill,0,0.0,0.0,0.0,34.0,283,0,"200011000201,200011000202,200011000203",200011000201 | temp//성진우에게 적용 || 200011000202 | temp//성진우에게 적용 || 200011000203 | temp//성진우에게 적용,"Lorsque <color=#FAC800>[Rage obscure]</color>, <color=#FAC800>[Frappe en chaîne]</color> ou <color=#FAC800>[Attaque lourde : Attaque niveau 2]</color> touche une cible, elle subit temporairement <color=#64FAC8>[Flamme noire]</color>.\n<color=#64FAC8>[Flamme noire]</color> : augmente légèrement les dégâts subis.\n\n<color=#FAC800>[Rage obscure]</color> se transforme en compétence à effet de charge, augmentant ses dégâts proportionnellement au temps de charge.\nL'utilisation de <color=#FAC800>[Rage obscure]</color> disperse des flammes noires autour de l'utilisateur, infligeant les effets <color=#64FAC8>[Flamme noire]</color> et des dégâts.\nInfliger de nouveau <color=#64FAC8>[Flamme noire]</color> à la cible invoque un météore qui s'abat sur elle, inflige des dégâts et dissipe tous les effets <color=#64FAC8>[Flamme noire]</color> existants de la cible.",,0,,-4.09,-100,0,,0,,0,0,0,0,0,,DamAttCoeff: -4.09 (-100%); buffs modifiés
Apocalypse,Apocalypse I,1001851000001,1001851000000,1001851000001,1,1,NormalSkill,0,4.090000152587891,0.0,0.0,30.0,250,0,"200030024001,200030024101",200030024001 || 200030024101,Consomme des PM supplémentaires pour activer <color=#FAC800>[Frappe en chaîne : Attaque niveau 2]</color>.,,,,,,,,,,,,,,,,
Apocalypse,Apocalypse II,1001851000101,1001851000100,1001851000101,1,2,NormalSkill,0,4.090000152587891,0.0,0.0,30.0,250,0,"200030024204,200030024001,200030024101,200030024201",200030024204 | stats ArmPenP=1000 || 200030024001 || 200030024101 || 200030024201,Consomme des PM supplémentaires pour activer <color=#FAC800>[Frappe en chaîne : Attaque niveau 2]</color>.\nAugmente la Pénétration de défense d'<color=#FAC800>[Apocalypse]</color> et <color=#FAC800>[Frappe en chaîne]</color>.,,0,,0,0,0,,0,,0,0,0,0,0,,buffs modifiés
Apocalypse,Apocalypse III,1001851000201,1001851000200,1001851000201,1,3,NormalSkill,0,4.090000152587891,0.0,0.0,30.0,250,0,"200030024204,200030024001,200030024003,200030024101,200030024201",200030024204 | stats ArmPenP=1000 || 200030024001 || 200030024003 || 200030024101 || 200030024201,"Consomme des PM supplémentaires pour activer <color=#FAC800>[Frappe en chaîne : Attaque niveau 2]</color>.\nAugmente la Pénétration de défense d'<color=#FAC800>[Apocalypse]</color> et <color=#FAC800>[Frappe en chaîne]</color>.\n\nLa réactivation de la compétence pendant l'utilisation d'<color=#FAC800>[Apocalypse]</color> fait bondir Jinwoo en arrière et tire une balle spéciale supplémentaire. Ensuite, <color=#FAC800>[Frappe en chaîne]</color> est améliorée, augmentant temporairement la consommation de PM et la distance de recul, mais aussi les dégâts infligés.",,0,,0,0,0,,0,,0,0,0,0,0,,buffs modifiés
Chasse à mort,Chasse à mort I,1001607010001,1001607010000,1001607010001,1,1,NormalSkill,0,0.0,0.0,0.0,0.0,0,0,,,Dégâts : {DamAttCoeff01} de l'Attaque de Jinwoo\nTemps de rechargement : {Cooldown}\nConsommation de PM : {MPCon01}\nInflige des dégâts élémentaires de <color=#FAC800>lumière</color>.,,,,,,,,,,,,,,,,
Chasse à mort,Chasse à mort III,1001607010501,1001607010500,1001607010501,1,3,NormalSkill,0,0.0,0.0,0.0,0.0,0,0,,,Dégâts : {DamAttCoeff01} de l'Attaque de Jinwoo\nTemps de rechargement : {Cooldown}\nConsommation de PM : {MPCon01}\nInflige des dégâts élémentaires de <color=#FAC800>lumière</color>.,,0,,0,,0,,0,,0,,0,,0,,
Fleur de prunier : Vol prompt,Fleur de prunier : Vol prompt I,1001608000001,1001608000000,1001608000001,1,1,NormalSkill,0,4.960000038146973,0.0,0.0,26.0,216,0,"1200191000,200030005001,200030005003,200030005006","1200191000 | states ReactionImmune(16,0,0) | Super armure || 200030005001 || 200030005003 || 200030005006","Lorsque Jinwoo utilise <color=#FAC800>[Ruée]</color> au bon moment après avoir lancé <color=#FAC800>[Frappe en chaîne]</color>, il crée des <color=#FAC800>[Fleur de prunier : Illusion]</color> autour de lui, infligeant des dégâts supplémentaires aux ennemis.\nLorsqu'il utilise <color=#FAC800>[Frappe en chaîne]</color>, cela active l'effet <color=#64FAC8>[Éclosion]</color>.\n\n<color=#64FAC8>[Éclosion]</color>\nLes dégâts de <color=#FAC800>[Fleur de prunier : Vol prompt]</color> augmentent fortement pendant un certain temps.\nLe temps de rechargement de <color=#FAC800>[Fleur de prunier Vol prompt]</color> est légèrement réduit.",,,,,,,,,,,,,,,,
Fleur de prunier : Vol prompt,Fleur de prunier : Vol prompt II,1001608000101,1001608000100,1001608000101,1,2,NormalSkill,0,5.039999961853027,0.0,0.0,26.0,216,0,"1200191000,200030005011,200030005001,200030005014,200030005006,200030005012","1200191000 | states ReactionImmune(16,0,0) | Super armure || 200030005011 | states SkillChange(1001608000100,1001608000200,0) || 200030005001 || 200030005014 || 200030005006 || 200030005012","Lorsque Jinwoo utilise <color=#FAC800>[Ruée]</color> au bon moment après avoir lancé <color=#FAC800>[Frappe en chaîne]</color>, il crée des <color=#FAC800>[Fleur de prunier : Illusion]</color> autour de lui, infligeant des dégâts supplémentaires aux ennemis.\nLorsqu'il utilise <color=#FAC800>[Frappe en chaîne]</color>, cela active l'effet <color=#64FAC8>[Éclosion]</color>.\n\n<color=#64FAC8>[Éclosion]</color>\nLes dégâts de <color=#FAC800>[Fleur de prunier : Vol prompt]</color> augmentent fortement pendant un certain temps.\nLe temps de rechargement de <color=#FAC800>[Fleur de prunier Vol prompt]</color> est légèrement réduit.",,0,,0.0799999,1.6129,0,,0,,0,0,0,0,0,,DamAttCoeff: 0.0799999 (1.6129%); buffs modifiés
Balle secrète,Balle secrète I,1001701000001,1001701000000,1001701000001,1,1,NormalSkill,0,4.409999847412109,0.0,0.0,30.0,250,0,200020010001,"200020010001 | states DamageByDistance(5,-6000,701), EnhanceSkillDamage(701,6000,1)","Quand <color=#FAC800>[Balle secrète]</color> touche une cible sans aucun autre ennemi dans un rayon de <color=#FFDF7D>5 m</color>, les dégâts de Jinwoo augmentent.",,,,,,,,,,,,,,,,
Balle secrète,Balle secrète III,1001701000201,1001701000200,1001701000201,1,3,NormalSkill,0,0.0,0.0,0.0,30.0,250,0,"200020010001,200020010002,30014019","200020010001 | states DamageByDistance(5,-6000,701), EnhanceSkillDamage(701,6000,1) || 200020010002 || 30014019 | states EnhanceKeyHoldSkillDamage(4000,1,0)","Quand <color=#FAC800>[Balle secrète]</color> touche une cible sans aucun autre ennemi dans un rayon de <color=#FFDF7D>5 m</color>, les dégâts de la compétence augmentent.\nQuand <color=#FAC800>[Balle secrète]</color> inflige un coup critique, les dégâts de la compétence augmentent <color=#b0c6db>(cumulable jusqu'à 10 fois)</color>.",,0,,-4.41,-100,0,,0,,0,0,0,0,0,,DamAttCoeff: -4.41 (-100%); buffs modifiés
Anneau mortel,Anneau mortel I,1001711000001,1001711000000,1001711000001,1,1,NormalSkill,0,1.4900000095367432,0.0,0.0,32.0,60,0,"200010013001,200010013003,1420000021","200010013001 | states DecreaseCoolTime(711,30000,0) || 200010013003 || 1420000021 | stats PrecisionP=1200, DamP=-800","Quand Jinwoo rattrape la faux qui revient, le temps de rechargement de la compétence est réinitialisé et il obtient <color=#FFDF7D>1</color> cumul de l'effet pendant <color=#FFDF7D>6 secondes</color>.\nSi Jinwoo relance la compétence avec <color=#FFDF7D>3</color> cumuls, il lance la faux dans une large zone vers l'avant ; elle ne revient pas, mais l'attaque dure plus longtemps.",,,,,,,,,,,,,,,,
Anneau mortel,Anneau mortel I,1001711000101,1001711000100,1001711000101,1,1,NormalSkill,0,4.099999904632568,0.0,0.0,32.0,60,0,"200010013013,1420000021","200010013013 || 1420000021 | stats PrecisionP=1200, DamP=-800",,,0,,2.61,175.168,0,,0,,0,0,0,0,0,,DamAttCoeff: 2.61 (175.168%); buffs modifiés
Anneau mortel,Anneau mortel I,1001711000301,1001711000300,1001711000301,1,1,NormalSkill,0,4.340000152587891,0.0,0.0,32.0,60,0,"200010013013,1420000021","200010013013 || 1420000021 | stats PrecisionP=1200, DamP=-800",,,0,,0.24,5.85366,0,,0,,0,0,0,0,0,,DamAttCoeff: 0.24 (5.85366%)
Anneau mortel,Anneau mortel II,1001711000201,1001711000200,1001711000201,1,2,NormalSkill,0,1.5800000429153442,0.0,0.0,32.0,60,0,"200010013001,200010013003,1420000021,200010013008","200010013001 | states DecreaseCoolTime(711,30000,0) || 200010013003 || 1420000021 | stats PrecisionP=1200, DamP=-800 || 200010013008","Rattraper la faux qui revient réinitialise le temps de rechargement de la compétence et octroie <color=#FFDF7D>1</color> cumul de l'effet associé pendant <color=#FFDF7D>6 secondes</color>.\nQuand Jinwoo relance la compétence au bout de <color=#FFDF7D>3</color> cumuls, il lance la faux devant lui ; elle ne revient pas, mais prolonge les dégâts infligés.\nChaque fois que Jinwoo utilise <color=#FAC800>[Anneau mortel]</color>, des <color=#64FAC8>[Anneaux en spirale]</color> apparaissent autour de lui.\nÀ chaque utilisation d'<color=#FAC800>[Anneau mortel]</color>, des <color=#64FAC8>[Anneaux en spirale]</color> volent avec lui pour infliger des dégâts supplémentaires.\nVous pouvez cumuler des <color=#64FAC8>[Anneaux en spirale]</color> jusqu'à <color=#FFDF7D>3 fois</color>.",,0,,-2.76,-63.5945,0,,0,,0,0,0,0,0,,DamAttCoeff: -2.76 (-63.5945%); buffs modifiés
Frappe de l'Ordre céleste,Frappe de l'Ordre céleste I,1001840000001,1001840000000,1001840000001,1,1,NormalSkill,0,0.0,0.0,0.0,32.0,266,0,"1200191001,1420000021,200030018002","1200191001 | states ReactionImmune(16,0,0) | Super armure || 1420000021 | stats PrecisionP=1200, DamP=-800 || 200030018002","Jinwoo peut charger cette compétence jusqu'au <color=#FFDF7D>niveau 3</color>. À chaque niveau de charge, il active <color=#64FAC8>[Concentration d'énergie de mana]</color>.\nLorsqu'il utilise cette compétence, il obtient un <color=#64FAC8>[Bouclier]</color> pendant un certain temps.\n\n<color=#64FAC8>[Concentration d'énergie de mana]</color>\nAugmente légèrement les dégâts de <color=#FAC800>[Frappe de l'Ordre céleste]</color> pendant un certain temps.",,,,,,,,,,,,,,,,
Frappe de l'Ordre céleste,Frappe de l'Ordre céleste II,1001840000301,1001840000300,1001840000301,1,2,NormalSkill,0,0.0,0.0,0.0,32.0,266,0,"1200191001,1420000021,200030018002","1200191001 | states ReactionImmune(16,0,0) | Super armure || 1420000021 | stats PrecisionP=1200, DamP=-800 || 200030018002","Jinwoo peut charger cette compétence jusqu'au <color=#FFDF7D>niveau 5</color>. À chaque niveau de charge, il active <color=#64FAC8>[Concentration d'énergie de mana]</color>.\nS'il est touché par un ennemi pendant la charge, il se téléporte vers cet ennemi et attaque avec l'effet <color=#64FAC8>[Concentration d'énergie de mana]</color> au maximum.\nLorsqu'il utilise cette compétence, il obtient un <color=#64FAC8>[Bouclier]</color> pendant un certain temps.\n\n<color=#64FAC8>[Concentration d'énergie de mana]</color>\nAugmente légèrement les dégâts de <color=#FAC800>[Frappe de l'Ordre céleste]</color> pendant un certain temps.",,0,,0,,0,,0,,0,0,0,0,0,,
